,SPCA_00,SPCA_01,SPCA_02,SPCA_03,SPCA_04,SPCA_05,SPCA_06,SPCA_07,SPCA_08,SPCA_09,SPCA_10,SPCA_11,SPCA_12,SPCA_13
ACH-000082,-0.7691100632718167,-0.378902870469032,-1.4693925140377553,-1.215862889309314,-3.040525759017058,-4.726477939596153,1.476670508736077,1.535134967551262,1.4977320762118282,0.4846534519481936,-3.0721394029981024,-1.2983955583315114,-0.7525240989630795,0.8067893667567188
ACH-000085,3.0428541217731744,0.746772844202908,4.631580060646792,0.30867848598551506,2.88211659531074,5.456176303479492,1.1773794381396225,1.012580111171221,0.31989203236642477,-1.5529304868778144,2.8528034481506226,-3.7552354916163138,2.846149405769488,-1.7449803136923505
ACH-000086,-6.0411301128118255,-1.9159171615783135,-4.535376668976426,0.11474703960242744,-0.5675357575755645,-3.7441726668059556,-3.605883848134942,-1.9796987400311845,-0.17869570141866875,-1.2990576955943889,-3.3929288911441278,1.3640013800045951,0.8344232690865724,-0.42867521176718637
ACH-000087,-0.5475061588643162,0.4462155561136145,-1.14875766355643,-0.4233161578357747,-2.368336345895469,-1.939616964536613,3.6027618915687296,3.122026120794217,3.2076356456358672,2.4016801130948595,-2.2747960895244916,-2.9577204149255163,-4.092425179890007,2.1530968201589777
ACH-000090,5.059991644857032,2.5556096563752524,2.5057591278542373,0.4821764484229484,1.9652365605540734,4.167706389065086,1.9439811746778912,3.289108417107693,2.566193897469466,-2.1677323834079245,1.7659298449372207,-2.076055283565798,0.8291935675784878,-1.072040957810362
ACH-000092,-1.2591205238839587,-0.22767455397426928,-0.0037945053980675734,1.219627456976337,-0.1107205434252009,-1.561799912499794,0.2876014904380444,0.7606509888497826,0.020769094157197326,-1.3832259638517843,-2.098348570695716,-0.44725383624634474,1.7905480939204395,-2.295489160952776
ACH-000093,2.7458397094655087,0.6425578744203899,3.7171278797715357,2.1398097753490686,3.983674196291478,4.6474378636246625,3.546707597019818,2.294134766469522,1.3615403988666153,-2.5330932607526235,2.544262405769068,-1.4473246160105573,2.992344948040245,-2.2818944628416182
ACH-000094,3.505638438508979,0.5834969451207839,3.4600429627463183,2.0694432092731168,3.28024703897022,5.7143794643844235,0.19495926318514295,-0.1436116375101255,0.6074035203031647,-1.8417014992331742,3.8298322798551596,-0.6762560150224766,3.1632079629873164,-3.20829213499877
ACH-000095,2.838652811858743,-1.3883192825387258,1.9376419365159903,-2.7700362477597964,-1.0120733437511802,0.2712257504175246,3.1944964041997,1.2987818864151206,-0.24052674389862844,2.2418439633898,-0.48167201487153527,-0.2380803340214263,-2.9525961041063216,2.8821619615549303
ACH-000096,-0.19702184552986923,-1.5354292603044866,-0.4709120185222684,-1.388117835112634,-4.558595734833643,-6.442832262852719,1.7158704589780782,0.41149697736238394,0.910478798837006,2.2465847718084153,-3.644901244369252,-1.8683887223293567,-1.4659276585531453,3.1166449936982175
